Symbol,Last Price,Change,P Change,Previous Close,Open,Day High,Day Low,Volume,Time,Date,52W High,52W Low,Market Cap (Cr),P/E Ratio,EPS,Sector,VWAP,Deliverable Volume,Deliverable %
TITAN,3289.54,-25.81,-0.78,3315.35,3279.4,3311.17,3279.4,2275418,2025-04-23 14:21:00,2025-04-23,3900.72,2600.48,186516.77,48.45,67.9,Consumer Durables,3287.02,1149683,78.49
ADANIENT,2309.72,-32.67,-1.39,2342.39,2334.93,2345.57,2305.58,3638843,2025-04-23 14:21:00,2025-04-23,2805.8,1870.54,103937.3,18.03,128.1,Infrastructure,2317.7,1806047,70.22
SBILIFE,2523.53,20.78,0.83,2502.75,2516.98,2523.53,2484.59,1600972,2025-04-23 14:21:00,2025-04-23,2880.38,1920.26,55012.98,28.66,88.05,Financial Services,2522.87,821489,47.88
TATACONSUM,4587.22,-53.14,-1.15,4640.36,4664.85,4664.85,4587.22,3825824,2025-04-23 14:21:00,2025-04-23,5522.58,3681.72,192663.08,17.88,256.56,Oil & Gas,4602.4,1994316,70.04
BAJAJ-AUTO,1136.47,9.53,0.85,1126.94,1116.29,1136.47,1116.29,1320319,2025-04-23 14:21:00,2025-04-23,1320.2,880.14,54095.82,21.2,53.61,Oil & Gas,1132.54,828832,68.21
AXISBANK,1074.13,6.58,0.62,1067.55,1058.12,1074.13,1056.19,4557005,2025-04-23 14:20:00,2025-04-23,1260.36,840.24,81634.25,19.08,56.3,Banking,1070.17,1925218,45.81
LT,2975.88,-43.21,-1.43,3019.09,3006.65,3038.57,2975.88,738522,2025-04-23 14:20:00,2025-04-23,3576.48,2384.32,226762.41,20.73,143.55,Construction,2984.27,524205,77.4
NTPC,4378.29,3.09,0.07,4375.2,4416.87,4416.87,4344.17,3463768,2025-04-23 14:20:00,2025-04-23,5136.35,3424.23,145359.35,9.52,459.9,Power,4362.38,2257108,59.53
APOLLOHOSP,2960.91,-15.02,-0.5,2975.93,2952.31,2996.84,2952.31,1496342,2025-04-23 14:19:00,2025-04-23,3432.05,2288.03,121101.35,11.59,255.47,Power,2975.56,864925,73.34
BHARTIARTL,976.66,-6.97,-0.71,983.63,980.04,985.01,973.56,1385437,2025-04-23 14:17:00,2025-04-23,1176.18,784.12,73640.27,22.2,43.99,Telecom,977.63,633199,58.75
POWERGRID,1724.15,2.67,0.15,1721.48,1735.39,1735.39,1714.79,2695941,2025-04-23 14:17:00,2025-04-23,2003.86,1335.9,129655.89,14.41,119.65,Power,1719.55,2020481,60.8
TCS,3319.17,-29.92,-0.89,3349.09,3359.06,3359.06,3319.17,3407260,2025-04-23 14:15:00,2025-04-23,4020.24,2680.16,125796.59,20.89,158.89,IT,3328.49,1513158,73.27
TECHM,2693.73,-2.9,-0.11,2696.63,2713.71,2713.71,2678.89,1102220,2025-04-23 14:15:00,2025-04-23,3111.12,2074.08,57107.01,12.96,207.85,Infrastructure,2696.12,707878,73.12
MARUTI,10768.49,31.49,0.29,10737.0,10682.68,10768.49,10682.68,2340756,2025-04-23 14:14:00,2025-04-23,12420.9,8280.6,333823.08,23.5,458.23,Auto,10805.26,1236737,57.35
MARUTI,10768.49,31.49,0.29,10737.0,10682.68,10768.49,10682.68,1062403,2025-04-23 14:14:00,2025-04-23,12420.9,8280.6,281057.5,27.41,392.87,Auto,10751.83,609040,70.91
HEROMOTOCO,2502.0,-1.1,-0.04,2503.1,2520.27,2520.27,2488.88,1354571,2025-04-23 14:14:00,2025-04-23,2893.06,1928.7,136108.75,18.95,132.03,Financial Services,2489.82,552710,50.46
HCLTECH,1217.94,2.96,0.24,1214.98,1224.23,1224.23,1209.08,3894459,2025-04-23 14:13:00,2025-04-23,1416.54,944.36,94025.1,25.4,47.95,IT,1216.81,1859013,48.52
HINDALCO,4739.48,-73.89,-1.54,4813.37,4817.93,4842.66,4739.48,2615126,2025-04-23 14:12:00,2025-04-23,5710.67,3807.11,324654.09,24.05,197.07,IT,4749.12,1918475,71.22
INFY,1455.6,-7.86,-0.54,1463.46,1460.42,1465.74,1455.43,4048962,2025-04-23 14:11:00,2025-04-23,1704.36,1136.24,67394.14,31.37,46.4,IT,1456.98,2885584,52.57
ICICIBANK,831.77,-8.02,-0.96,839.79,841.95,842.24,831.1,4864824,2025-04-23 14:07:00,2025-04-23,1020.48,680.32,59304.91,17.85,46.6,Banking,831.06,3055236,54.3
ASIANPAINT,3152.46,-37.23,-1.17,3189.69,3201.61,3201.61,3152.46,2794804,2025-04-23 14:07:00,2025-04-23,3780.78,2520.52,249043.99,50.66,62.23,Paints,3138.22,1174451,46.69
POWERGRID,1716.46,-5.02,-0.29,1721.48,1735.39,1735.39,1714.79,1962467,2025-04-23 14:07:00,2025-04-23,2003.86,1335.9,111570.06,11.8,145.46,Power,1724.42,1145960,45.85
HINDALCO,4842.66,29.29,0.61,4813.37,4817.93,4842.66,4750.14,3264116,2025-04-23 14:07:00,2025-04-23,5710.67,3807.11,204844.55,31.19,155.26,IT,4836.45,1750560,69.86
INDUSINDBK,3295.9,14.58,0.44,3281.32,3281.14,3295.9,3265.97,2411467,2025-04-23 14:07:00,2025-04-23,3807.01,2538.01,108764.55,20.91,157.62,Financial Services,3307.26,1430810,57.24
BHARTIARTL,976.97,-6.66,-0.68,983.63,980.04,985.01,973.56,2756793,2025-04-23 14:05:00,2025-04-23,1176.18,784.12,23056.38,12.78,76.44,Telecom,974.66,1972262,67.84
POWERGRID,1725.33,3.85,0.22,1721.48,1735.39,1735.39,1714.79,2826842,2025-04-23 14:05:00,2025-04-23,2003.86,1335.9,61594.22,13.33,129.43,Power,1727.04,1214503,73.86
ADANIPORTS,3010.06,-5.4,-0.18,3015.46,3003.53,3025.25,3003.53,722234,2025-04-23 14:05:00,2025-04-23,3519.0,2346.0,81271.56,22.42,134.26,Infrastructure,3010.98,483739,73.22
INDUSINDBK,3275.77,-5.55,-0.17,3281.32,3281.14,3288.74,3265.97,4025981,2025-04-23 14:03:00,2025-04-23,3807.01,2538.01,80583.87,18.14,180.58,Financial Services,3263.26,3102826,54.17
BPCL,4829.07,10.26,0.21,4818.81,4789.35,4829.07,4789.35,2228112,2025-04-23 14:03:00,2025-04-23,5508.67,3672.45,290710.19,10.0,482.91,Oil & Gas,4838.23,1170907,44.3
APOLLOHOSP,2975.37,-0.56,-0.02,2975.93,2952.31,2996.84,2952.31,2000182,2025-04-23 14:02:00,2025-04-23,3432.05,2288.03,81525.02,13.1,227.13,Power,2968.47,1268237,48.4
TATACONSUM,4601.22,-39.14,-0.84,4640.36,4664.85,4664.85,4601.22,2866182,2025-04-23 14:02:00,2025-04-23,5522.58,3681.72,116870.97,11.96,384.72,Oil & Gas,4618.4,2029322,70.59
BHARTIARTL,973.56,-10.07,-1.02,983.63,980.04,985.01,973.56,2623889,2025-04-23 14:01:00,2025-04-23,1176.18,784.12,67662.1,24.13,40.35,Telecom,976.19,1225933,43.65
BAJAJFINSV,1688.39,-4.29,-0.25,1692.68,1682.58,1693.79,1672.97,2955677,2025-04-23 14:01:00,2025-04-23,1980.36,1320.24,55885.55,23.52,71.79,Financial Services,1687.53,1970010,79.28
TATAMOTORS,3231.04,-14.01,-0.43,3245.05,3212.91,3250.8,3212.91,4177485,2025-04-23 14:01:00,2025-04-23,3771.08,2514.06,207109.61,21.61,149.52,Auto,3236.58,3256500,51.58
ONGC,3540.49,-17.3,-0.49,3557.79,3527.08,3559.49,3527.08,2221003,2025-04-23 14:01:00,2025-04-23,4194.2,2796.14,177378.37,10.11,350.2,Oil & Gas,3539.18,1365587,42.11
EICHERMOT,4873.3,-31.31,-0.64,4904.61,4904.12,4904.12,4862.28,3401387,2025-04-23 14:01:00,2025-04-23,5729.11,3819.41,145224.41,16.03,304.01,Oil & Gas,4874.52,2446987,52.17
DIVISLAB,1508.36,7.81,0.52,1500.55,1506.92,1512.12,1487.2,711060,2025-04-23 14:01:00,2025-04-23,1767.94,1178.62,90953.92,17.79,84.79,Banking,1502.29,552232,50.19
HCLTECH,1218.85,3.87,0.32,1214.98,1224.23,1224.23,1209.08,1349699,2025-04-23 14:00:00,2025-04-23,1416.54,944.36,86294.27,24.99,48.77,IT,1217.83,1028866,56.2
NESTLEIND,2825.59,-17.72,-0.62,2843.31,2857.34,2857.74,2825.59,571800,2025-04-23 14:00:00,2025-04-23,3300.91,2200.61,180272.95,27.74,101.86,Infrastructure,2833.39,337489,73.81
ASIANPAINT,3171.76,-17.93,-0.56,3189.69,3201.61,3201.61,3156.25,868522,2025-04-23 13:59:00,2025-04-23,3780.78,2520.52,96421.4,84.9,37.36,Paints,3162.9,362729,49.56
UPL,2935.6,-8.46,-0.29,2944.06,2911.77,2948.63,2910.6,1063733,2025-04-23 13:59:00,2025-04-23,3451.15,2300.77,105975.31,40.09,73.23,FMCG,2947.36,786088,77.44
M&M,3091.97,-13.77,-0.44,3105.74,3079.4,3110.2,3079.4,965446,2025-04-23 13:58:00,2025-04-23,3550.96,2367.3,236536.03,29.11,106.22,Auto,3078.3,398527,72.64
DIVISLAB,1504.65,4.1,0.27,1500.55,1506.92,1512.12,1487.2,1919249,2025-04-23 13:58:00,2025-04-23,1767.94,1178.62,90278.79,18.57,81.03,Banking,1511.9,996900,50.11
UPL,2917.44,-26.62,-0.9,2944.06,2911.77,2948.63,2910.6,1523132,2025-04-23 13:58:00,2025-04-23,3451.15,2300.77,164252.08,65.57,44.49,FMCG,2917.35,1105108,71.44
TATASTEEL,1057.5,0.34,0.03,1057.16,1062.46,1062.46,1057.5,1626719,2025-04-23 13:57:00,2025-04-23,1238.78,825.86,32993.98,14.38,73.54,Metal,1056.14,953903,71.98
BHARTIARTL,985.01,1.38,0.14,983.63,980.04,985.01,977.25,2110878,2025-04-23 13:55:00,2025-04-23,1176.18,784.12,50235.64,15.93,61.83,Telecom,989.22,942834,45.72
EICHERMOT,4899.57,-5.04,-0.1,4904.61,4904.12,4904.12,4862.28,2234956,2025-04-23 13:55:00,2025-04-23,5729.11,3819.41,194023.03,16.94,289.23,Oil & Gas,4915.1,1544101,51.31
RELIANCE,2510.57,-15.75,-0.62,2526.32,2514.34,2522.3,2500.83,1468223,2025-04-23 13:53:00,2025-04-23,2940.9,1960.6,164944.67,16.32,153.83,Oil & Gas,2499.69,951281,69.39
HDFCBANK,1596.45,-11.72,-0.73,1608.17,1602.21,1605.11,1590.29,3281816,2025-04-23 13:52:00,2025-04-23,1896.6,1264.4,82376.85,18.49,86.34,Banking,1602.41,2142465,51.97
CIPLA,2437.79,-22.71,-0.92,2460.5,2437.67,2462.35,2418.67,2976898,2025-04-23 13:52:00,2025-04-23,2876.96,1917.98,188197.36,21.62,112.76,Banking,2426.55,2299199,44.1
INDUSINDBK,3288.74,7.42,0.23,3281.32,3281.14,3288.74,3265.97,1588124,2025-04-23 13:51:00,2025-04-23,3807.01,2538.01,150295.39,19.91,165.18,Financial Services,3297.83,751684,67.7
TATACONSUM,4609.56,-30.8,-0.66,4640.36,4664.85,4664.85,4604.39,552479,2025-04-23 13:51:00,2025-04-23,5522.58,3681.72,93574.11,10.47,440.26,Oil & Gas,4605.97,263825,40.41
HCLTECH,1209.92,-5.06,-0.42,1214.98,1224.23,1224.23,1209.08,1226419,2025-04-23 13:50:00,2025-04-23,1416.54,944.36,77072.15,33.39,36.24,IT,1205.31,890824,47.36
SUNPHARMA,1383.4,-0.91,-0.07,1384.31,1391.83,1391.83,1381.94,1971367,2025-04-23 13:50:00,2025-04-23,1585.02,1056.68,105692.06,37.23,37.16,Pharma,1380.69,1346112,48.92
DRREDDY,1207.51,-4.91,-0.41,1212.42,1204.55,1212.34,1204.55,1622322,2025-04-23 13:50:00,2025-04-23,1421.57,947.71,68103.48,17.93,67.35,Metal,1209.05,1272730,72.08
DIVISLAB,1503.32,2.77,0.18,1500.55,1506.92,1512.12,1487.2,1045536,2025-04-23 13:50:00,2025-04-23,1767.94,1178.62,63890.93,15.99,94.02,Banking,1504.86,562379,73.39
TATASTEEL,1059.42,2.26,0.21,1057.16,1062.46,1062.46,1057.54,1362439,2025-04-23 13:49:00,2025-04-23,1238.78,825.86,84224.07,13.86,76.44,Metal,1059.46,775038,79.48
INDUSINDBK,3265.97,-15.35,-0.47,3281.32,3281.14,3286.12,3265.97,836505,2025-04-23 13:49:00,2025-04-23,3807.01,2538.01,205756.22,30.28,107.86,Financial Services,3270.42,367697,52.24
BRITANNIA,1473.94,7.7,0.53,1466.24,1464.06,1479.22,1461.26,468579,2025-04-23 13:49:00,2025-04-23,1712.21,1141.47,94626.82,26.89,54.81,Auto,1469.92,258242,69.1
COALINDIA,1866.29,-1.11,-0.06,1867.4,1857.36,1866.32,1857.36,1864699,2025-04-23 13:49:00,2025-04-23,2161.19,1440.79,79503.84,14.19,131.52,Power,1859.61,1005393,49.1
HINDUNILVR,2600.61,-10.42,-0.4,2611.03,2605.67,2614.42,2600.61,2462191,2025-04-23 13:48:00,2025-04-23,3048.9,2032.6,151095.65,57.13,45.52,FMCG,2592.28,1584803,45.4
ADANIENT,2329.65,-12.74,-0.54,2342.39,2334.93,2345.57,2305.58,2644517,2025-04-23 13:48:00,2025-04-23,2805.8,1870.54,173558.59,23.72,98.21,Infrastructure,2328.73,1219025,57.09
ICICIBANK,831.53,-8.26,-0.98,839.79,841.95,842.24,831.1,2513942,2025-04-23 13:47:00,2025-04-23,1020.48,680.32,61034.41,21.52,38.64,Banking,827.43,1783787,47.15
AXISBANK,1056.84,-10.71,-1.0,1067.55,1058.12,1068.45,1056.19,1913282,2025-04-23 13:47:00,2025-04-23,1260.36,840.24,55484.2,22.85,46.25,Banking,1058.58,1149372,69.08
ULTRACEMCO,5004.59,-6.17,-0.12,5010.76,4959.86,5014.34,4959.86,1351418,2025-04-23 13:46:00,2025-04-23,5900.29,3933.53,229210.03,29.34,170.57,Cement,5002.44,746876,67.77
TECHM,2702.15,5.52,0.2,2696.63,2713.71,2713.71,2678.89,1550056,2025-04-23 13:46:00,2025-04-23,3111.12,2074.08,158616.4,12.65,213.61,Infrastructure,2693.44,886198,76.48
BAJAJFINSV,1690.36,-2.32,-0.14,1692.68,1682.58,1693.79,1672.97,1772399,2025-04-23 13:45:00,2025-04-23,1980.36,1320.24,87053.37,27.91,60.56,Financial Services,1693.96,988247,63.15
ASIANPAINT,3182.19,-7.5,-0.23,3189.69,3201.61,3201.61,3156.25,567950,2025-04-23 13:44:00,2025-04-23,3780.78,2520.52,127287.78,66.38,47.94,Paints,3168.03,418545,58.25
SUNPHARMA,1390.4,6.09,0.44,1384.31,1391.83,1391.83,1381.94,991237,2025-04-23 13:44:00,2025-04-23,1585.02,1056.68,55755.03,34.64,40.14,Pharma,1391.29,767514,44.93
SBIN,771.78,0.78,0.1,771.0,774.63,774.63,767.16,1000402,2025-04-23 13:43:00,2025-04-23,888.96,592.64,22767.55,16.9,45.67,Banking,774.66,406675,75.24
HINDALCO,4750.14,-63.23,-1.31,4813.37,4817.93,4817.93,4750.14,1928976,2025-04-23 13:43:00,2025-04-23,5710.67,3807.11,274083.13,27.92,170.13,IT,4737.68,935454,59.8
BAJFINANCE,7099.31,-29.98,-0.42,7129.29,7150.53,7168.37,7082.12,1683635,2025-04-23 13:41:00,2025-04-23,8461.08,5640.72,477073.74,18.81,377.42,Financial Services,7100.97,1267145,49.01
CIPLA,2418.67,-41.83,-1.7,2460.5,2437.67,2462.35,2418.67,2182631,2025-04-23 13:40:00,2025-04-23,2876.96,1917.98,62643.65,16.3,148.38,Banking,2414.27,1258811,79.15
RELIANCE,2507.28,-19.04,-0.75,2526.32,2514.34,2522.3,2500.83,4121903,2025-04-23 13:39:00,2025-04-23,2940.9,1960.6,159964.36,11.57,216.71,Oil & Gas,2512.15,2542275,62.48
ITC,420.98,-4.54,-1.07,425.52,423.68,426.85,420.98,1690741,2025-04-23 13:39:00,2025-04-23,504.3,336.2,21554.31,68.71,6.13,FMCG,421.38,1168249,47.35
NTPC,4412.03,36.83,0.84,4375.2,4416.87,4416.87,4344.17,1686208,2025-04-23 13:39:00,2025-04-23,5136.35,3424.23,327372.85,14.83,297.51,Power,4396.65,1330823,54.75
TCS,3335.77,-13.32,-0.4,3349.09,3359.06,3359.06,3323.57,2369482,2025-04-23 13:38:00,2025-04-23,4020.24,2680.16,129094.11,27.09,123.14,IT,3347.97,1513215,74.52
INFY,1458.93,-4.53,-0.31,1463.46,1460.42,1465.74,1455.43,2127861,2025-04-23 13:38:00,2025-04-23,1704.36,1136.24,59962.13,32.71,44.6,IT,1458.55,1673079,49.83
KOTAKBANK,1791.24,-10.26,-0.57,1801.5,1809.58,1809.58,1790.62,581079,2025-04-23 13:38:00,2025-04-23,2100.72,1400.48,101921.46,19.04,94.08,Banking,1797.04,295559,53.71
ONGC,3552.02,-5.77,-0.16,3557.79,3527.08,3559.49,3527.08,703166,2025-04-23 13:38:00,2025-04-23,4194.2,2796.14,73171.7,21.54,164.9,Oil & Gas,3560.42,393428,69.42
ADANIPORTS,3005.99,-9.47,-0.31,3015.46,3003.53,3025.25,3003.53,1821478,2025-04-23 13:38:00,2025-04-23,3519.0,2346.0,151502.14,22.11,135.96,Infrastructure,3009.07,842298,45.92
TCS,3327.68,-21.41,-0.64,3349.09,3359.06,3359.06,3323.57,1404443,2025-04-23 13:36:00,2025-04-23,4020.24,2680.16,126784.57,27.82,119.61,IT,3338.8,599607,46.35
ITC,423.18,-2.34,-0.55,425.52,423.68,426.85,423.18,1331165,2025-04-23 13:36:00,2025-04-23,504.3,336.2,22090.09,62.63,6.76,FMCG,421.31,648397,50.87
ONGC,3559.49,1.7,0.05,3557.79,3527.08,3559.49,3527.08,1889918,2025-04-23 13:35:00,2025-04-23,4194.2,2796.14,269097.6,14.02,253.89,Oil & Gas,3549.56,1192656,68.67
AXISBANK,1062.34,-5.21,-0.49,1067.55,1058.12,1068.45,1056.19,682809,2025-04-23 13:34:00,2025-04-23,1260.36,840.24,84349.72,21.94,48.42,Banking,1062.35,506997,62.21
ADANIPORTS,3020.59,5.13,0.17,3015.46,3003.53,3025.25,3003.53,2939433,2025-04-23 13:33:00,2025-04-23,3519.0,2346.0,90919.64,18.09,166.98,Infrastructure,3032.94,2121147,75.86
DRREDDY,1208.19,-4.23,-0.35,1212.42,1204.55,1212.34,1204.55,2660312,2025-04-23 13:33:00,2025-04-23,1421.57,947.71,43132.23,8.43,143.32,Metal,1205.74,1148009,54.69
TATAMOTORS,3248.6,3.55,0.11,3245.05,3212.91,3250.8,3212.91,1842242,2025-04-23 13:32:00,2025-04-23,3771.08,2514.06,244944.24,26.12,124.37,Auto,3233.42,1321798,41.28
SBILIFE,2485.56,-17.19,-0.69,2502.75,2516.98,2519.84,2484.59,1265884,2025-04-23 13:32:00,2025-04-23,2880.38,1920.26,122786.86,26.52,93.72,Financial Services,2492.69,572837,70.31
EICHERMOT,4876.34,-28.27,-0.58,4904.61,4904.12,4904.12,4862.28,1033014,2025-04-23 13:30:00,2025-04-23,5729.11,3819.41,340368.71,21.92,222.46,Oil & Gas,4861.07,802973,55.09
AXISBANK,1060.54,-7.01,-0.66,1067.55,1058.12,1068.45,1056.19,647836,2025-04-23 13:29:00,2025-04-23,1260.36,840.24,76464.98,18.08,58.66,Banking,1055.82,328851,51.96
KOTAKBANK,1792.78,-8.72,-0.48,1801.5,1809.58,1809.58,1790.62,1382443,2025-04-23 13:28:00,2025-04-23,2100.72,1400.48,53604.07,21.34,84.01,Banking,1801.0,988806,66.24
HINDUNILVR,2601.2,-9.83,-0.38,2611.03,2605.67,2614.42,2601.2,1883232,2025-04-23 13:27:00,2025-04-23,3048.9,2032.6,135262.17,63.74,40.81,FMCG,2594.9,1154591,52.79
BAJFINANCE,7168.37,39.08,0.55,7129.29,7150.53,7168.37,7082.12,2031736,2025-04-23 13:26:00,2025-04-23,8461.08,5640.72,453757.6,24.27,295.36,Financial Services,7185.98,1181920,57.04
HDFCBANK,1590.29,-17.88,-1.11,1608.17,1602.21,1605.11,1590.29,3888758,2025-04-23 13:25:00,2025-04-23,1896.6,1264.4,82376.86,16.67,95.4,Banking,1597.6,2315809,60.75
ICICIBANK,836.9,-2.89,-0.34,839.79,841.95,842.24,831.1,2178267,2025-04-23 13:24:00,2025-04-23,1020.48,680.32,55737.7,20.76,40.31,Banking,835.24,1626390,71.95
ASIANPAINT,3156.25,-33.44,-1.05,3189.69,3201.61,3201.61,3156.25,2335157,2025-04-23 13:24:00,2025-04-23,3780.78,2520.52,95003.27,68.27,46.23,Paints,3156.07,1304419,45.06
RELIANCE,2500.83,-25.49,-1.01,2526.32,2514.34,2522.3,2500.83,3702496,2025-04-23 13:23:00,2025-04-23,2940.9,1960.6,156051.68,16.78,149.04,Oil & Gas,2511.5,2762348,63.37
ADANIENT,2305.58,-36.81,-1.57,2342.39,2334.93,2345.57,2305.58,1331417,2025-04-23 13:23:00,2025-04-23,2805.8,1870.54,62020.0,21.34,108.04,Infrastructure,2312.83,1021165,76.02
SBILIFE,2519.84,17.09,0.68,2502.75,2516.98,2519.84,2484.59,1389522,2025-04-23 13:23:00,2025-04-23,2880.38,1920.26,171852.93,18.8,134.03,Financial Services,2513.77,1024290,70.61
DIVISLAB,1487.2,-13.35,-0.89,1500.55,1506.92,1512.12,1487.2,694759,2025-04-23 13:23:00,2025-04-23,1767.94,1178.62,94734.44,21.01,70.79,Banking,1488.47,340534,69.68
NTPC,4359.61,-15.59,-0.36,4375.2,4416.87,4416.87,4344.17,746106,2025-04-23 13:22:00,2025-04-23,5136.35,3424.23,178307.89,13.89,313.87,Power,4359.63,528728,52.77
BRITANNIA,1476.13,9.89,0.67,1466.24,1464.06,1479.22,1461.26,1974484,2025-04-23 13:22:00,2025-04-23,1712.21,1141.47,85763.33,18.06,81.73,Auto,1472.66,1034904,76.84
KOTAKBANK,1794.3,-7.2,-0.4,1801.5,1809.58,1809.58,1790.62,2245545,2025-04-23 13:21:00,2025-04-23,2100.72,1400.48,113220.1,20.56,87.27,Banking,1793.28,1353478,57.78
APOLLOHOSP,2964.73,-11.2,-0.38,2975.93,2952.31,2996.84,2952.31,2334939,2025-04-23 13:21:00,2025-04-23,3432.05,2288.03,108212.49,14.16,209.37,Power,2978.82,1276826,41.12
ULTRACEMCO,5014.34,3.58,0.07,5010.76,4959.86,5014.34,4959.86,1869570,2025-04-23 13:19:00,2025-04-23,5900.29,3933.53,218625.41,25.35,197.8,Cement,4994.75,1414740,52.47
INDUSINDBK,3286.12,4.8,0.15,3281.32,3281.14,3286.12,3270.09,573370,2025-04-23 13:19:00,2025-04-23,3807.01,2538.01,254017.22,31.37,104.75,Financial Services,3295.51,273871,47.21
INDUSINDBK,3286.12,4.8,0.15,3281.32,3281.14,3286.12,3270.09,625042,2025-04-23 13:19:00,2025-04-23,3807.01,2538.01,257960.57,27.69,118.68,Financial Services,3283.56,411433,73.84
INFY,1465.62,2.16,0.15,1463.46,1460.42,1465.74,1455.43,3293481,2025-04-23 13:18:00,2025-04-23,1704.36,1136.24,70056.75,26.82,54.65,IT,1465.41,1444801,68.66
GRASIM,2261.51,-6.51,-0.29,2268.02,2281.93,2281.93,2257.0,763864,2025-04-23 13:18:00,2025-04-23,2672.63,1781.75,169160.94,20.46,110.53,IT,2256.23,608700,42.21
WIPRO,467.96,2.36,0.51,465.6,469.03,469.03,463.18,1565828,2025-04-23 13:17:00,2025-04-23,540.18,360.12,31727.37,32.17,14.55,IT,469.58,771326,79.27
APOLLOHOSP,2996.84,20.91,0.7,2975.93,2952.31,2996.84,2952.31,669018,2025-04-23 13:17:00,2025-04-23,3432.05,2288.03,178611.78,8.92,335.97,Power,3010.04,405134,61.26
HDFCBANK,1605.11,-3.06,-0.19,1608.17,1602.21,1605.11,1600.24,3314814,2025-04-23 13:16:00,2025-04-23,1896.6,1264.4,85713.0,20.82,77.09,Banking,1612.61,1727554,70.71
HINDUNILVR,2604.55,-6.48,-0.25,2611.03,2605.67,2614.42,2604.55,795299,2025-04-23 13:16:00,2025-04-23,3048.9,2032.6,186746.49,42.66,61.05,FMCG,2609.34,546387,70.22
SBIN,774.18,3.18,0.41,771.0,774.63,774.63,767.16,1478670,2025-04-23 13:16:00,2025-04-23,888.96,592.64,50167.08,16.65,46.5,Banking,771.16,1090013,70.81
TITAN,3311.17,-4.18,-0.13,3315.35,3279.4,3311.17,3279.4,1101242,2025-04-23 13:16:00,2025-04-23,3900.72,2600.48,261251.3,41.2,80.37,Consumer Durables,3323.08,806948,62.06
BAJAJ-AUTO,1126.31,-0.63,-0.06,1126.94,1116.29,1130.52,1116.29,826861,2025-04-23 13:16:00,2025-04-23,1320.2,880.14,43137.6,19.47,57.85,Oil & Gas,1123.82,388201,58.77
HCLTECH,1209.08,-5.9,-0.49,1214.98,1224.23,1224.23,1209.08,2213603,2025-04-23 13:15:00,2025-04-23,1416.54,944.36,69884.8,27.56,43.87,IT,1207.06,1007403,53.57
AXISBANK,1063.75,-3.8,-0.36,1067.55,1058.12,1068.45,1056.19,813334,2025-04-23 13:15:00,2025-04-23,1260.36,840.24,26806.56,19.83,53.64,Banking,1067.12,480008,48.87
UPL,2912.36,-31.7,-1.08,2944.06,2911.77,2948.63,2910.6,1903400,2025-04-23 13:15:00,2025-04-23,3451.15,2300.77,207651.58,63.24,46.05,FMCG,2916.04,1171038,78.82
BRITANNIA,1479.22,12.98,0.89,1466.24,1464.06,1479.22,1461.26,2188954,2025-04-23 13:13:00,2025-04-23,1712.21,1141.47,31951.25,28.74,51.47,Auto,1475.96,1472271,76.51
SBIN,771.9,0.9,0.12,771.0,774.63,774.63,767.16,1275656,2025-04-23 13:12:00,2025-04-23,888.96,592.64,55267.96,15.8,48.85,Banking,775.02,865507,41.92
LT,3022.95,3.86,0.13,3019.09,3006.65,3038.57,2995.98,1292036,2025-04-23 13:11:00,2025-04-23,3576.48,2384.32,169889.52,15.57,194.15,Construction,3026.91,529098,54.34
M&M,3084.23,-21.51,-0.69,3105.74,3079.4,3110.2,3079.4,1109195,2025-04-23 13:11:00,2025-04-23,3550.96,2367.3,192456.25,18.85,163.62,Auto,3072.04,461611,70.6
TECHM,2702.84,6.21,0.23,2696.63,2713.71,2713.71,2678.89,1349425,2025-04-23 13:11:00,2025-04-23,3111.12,2074.08,193253.33,16.84,160.5,Infrastructure,2701.22,809462,42.31
BAJAJ-AUTO,1124.27,-2.67,-0.24,1126.94,1116.29,1130.52,1116.29,1355131,2025-04-23 13:10:00,2025-04-23,1320.2,880.14,61722.31,21.11,53.26,Oil & Gas,1121.03,590601,65.81
HINDUNILVR,2608.86,-2.17,-0.08,2611.03,2605.67,2614.42,2604.63,1314056,2025-04-23 13:09:00,2025-04-23,3048.9,2032.6,64960.73,52.23,49.95,FMCG,2604.04,891416,43.99
GRASIM,2264.77,-3.25,-0.14,2268.02,2281.93,2281.93,2257.0,2605838,2025-04-23 13:09:00,2025-04-23,2672.63,1781.75,161478.14,29.59,76.54,IT,2273.27,1071445,65.9
ICICIBANK,832.21,-7.58,-0.9,839.79,841.95,842.24,831.1,2345273,2025-04-23 13:08:00,2025-04-23,1020.48,680.32,55092.27,20.86,39.89,Banking,831.33,1747451,51.75
HINDUNILVR,2614.02,2.99,0.11,2611.03,2605.67,2614.42,2604.63,919654,2025-04-23 13:08:00,2025-04-23,3048.9,2032.6,100378.55,44.3,59.01,FMCG,2612.2,405560,65.81
TITAN,3286.86,-28.49,-0.86,3315.35,3279.4,3304.9,3279.4,1779293,2025-04-23 13:08:00,2025-04-23,3900.72,2600.48,120627.72,53.77,61.13,Consumer Durables,3285.81,1330875,66.06
ULTRACEMCO,4986.22,-24.54,-0.49,5010.76,4959.86,5001.96,4959.86,1040592,2025-04-23 13:08:00,2025-04-23,5900.29,3933.53,265267.16,35.43,140.73,Cement,4984.4,512023,49.15
